dataset	sample	cell_type	config	gene	n_cells	fraction	mean_umi
GSE245386	GSM7841724	Astrocyte	primary	Aldh1l1	716	0.6522346368715084	1.7891061452513966
GSE245386	GSM7841724	Astrocyte	primary	Slc1a2	716	0.9930167597765364	84.60055865921788
GSE245386	GSM7841724	Astrocyte	primary	Slc1a3	716	0.9706703910614525	27.41340782122905
GSE245386	GSM7841724	Astrocyte	primary	Glul	716	0.9567039106145251	17.807262569832403
GSE245386	GSM7841724	Astrocyte	primary	Sox9	716	0.7178770949720671	3.9664804469273744
GSE245386	GSM7841724	Astrocyte	primary	Pecam1	716	0.12988826815642457	0.19273743016759776
GSE245386	GSM7841724	Astrocyte	primary	Cdh5	716	0.04189944134078212	0.051675977653631286
GSE245386	GSM7841724	Astrocyte	primary	Kdr	716	0.0335195530726257	0.04189944134078212
GSE245386	GSM7841724	Astrocyte	primary	Ptprc	716	0.2122905027932961	0.5600558659217877
GSE245386	GSM7841724	Astrocyte	primary	Tyrobp	716	0.29748603351955305	0.6773743016759777
GSE245386	GSM7841724	Astrocyte	primary	Lyz2	716	0.07402234636871509	0.10335195530726257
GSE245386	GSM7841724	Astrocyte	primary	C1qa	716	0.6745810055865922	2.7891061452513966
GSE245386	GSM7841724	Astrocyte	primary	P2ry12	716	0.11871508379888268	0.164804469273743
GSE245386	GSM7841724	Astrocyte	primary	Tmem119	716	0.0935754189944134	0.1634078212290503
GSE245386	GSM7841724	Astrocyte	primary	Spp1	716	0.10195530726256984	0.17039106145251395
GSE245386	GSM7841724	Astrocyte	primary	Cd14	716	0.21089385474860337	0.34916201117318435
GSE245386	GSM7841724	Astrocyte	primary	Timp1	716	0.006983240223463687	0.008379888268156424
GSE245386	GSM7841724	Astrocyte	primary	Cd63	716	0.7583798882681564	3.3784916201117317
GSE245386	GSM7841724	Astrocyte	primary	Ptn	716	0.9217877094972067	11.970670391061452
GSE245386	GSM7841724	Astrocyte	primary	Ptprb	716	0.13687150837988826	0.1941340782122905
GSE245386	GSM7841724	Astrocyte	primary	S1pr1	716	0.7597765363128491	3.685754189944134
GSE245386	GSM7841724	Astrocyte	strict_identity	Aldh1l1	691	0.6671490593342981	1.837916063675832
GSE245386	GSM7841724	Astrocyte	strict_identity	Slc1a2	691	0.9971056439942113	87.0
GSE245386	GSM7841724	Astrocyte	strict_identity	Slc1a3	691	0.9782923299565847	28.111432706222864
GSE245386	GSM7841724	Astrocyte	strict_identity	Glul	691	0.9667149059334298	18.290882778581764
GSE245386	GSM7841724	Astrocyte	strict_identity	Sox9	691	0.7264833574529667	4.028943560057887
GSE245386	GSM7841724	Astrocyte	strict_identity	Pecam1	691	0.12735166425470332	0.18234442836468887
GSE245386	GSM7841724	Astrocyte	strict_identity	Cdh5	691	0.03907380607814761	0.041968162083936326
GSE245386	GSM7841724	Astrocyte	strict_identity	Kdr	691	0.03183791606367583	0.03907380607814761
GSE245386	GSM7841724	Astrocyte	strict_identity	Ptprc	691	0.21128798842257598	0.5499276410998553
GSE245386	GSM7841724	Astrocyte	strict_identity	Tyrobp	691	0.29667149059334297	0.662807525325615
GSE245386	GSM7841724	Astrocyte	strict_identity	Lyz2	691	0.07380607814761216	0.10419681620839363
GSE245386	GSM7841724	Astrocyte	strict_identity	C1qa	691	0.678726483357453	2.7163531114327064
GSE245386	GSM7841724	Astrocyte	strict_identity	P2ry12	691	0.12011577424023155	0.1678726483357453
GSE245386	GSM7841724	Astrocyte	strict_identity	Tmem119	691	0.09406657018813314	0.16642547033285093
GSE245386	GSM7841724	Astrocyte	strict_identity	Spp1	691	0.10274963820549927	0.16642547033285093
GSE245386	GSM7841724	Astrocyte	strict_identity	Cd14	691	0.2098408104196816	0.33719247467438496
GSE245386	GSM7841724	Astrocyte	strict_identity	Timp1	691	0.00723589001447178	0.008683068017366137
GSE245386	GSM7841724	Astrocyte	strict_identity	Cd63	691	0.7655571635311144	3.434153400868307
GSE245386	GSM7841724	Astrocyte	strict_identity	Ptn	691	0.9319826338639653	12.327062228654125
GSE245386	GSM7841724	Astrocyte	strict_identity	Ptprb	691	0.13748191027496381	0.1939218523878437
GSE245386	GSM7841724	Astrocyte	strict_identity	S1pr1	691	0.7756874095513748	3.7829232995658466
GSE245386	GSM7841724	Endothelial	primary	Aldh1l1	2147	0.008383791336748951	0.008383791336748951
GSE245386	GSM7841724	Endothelial	primary	Slc1a2	2147	0.30600838379133677	0.4354913833255706
GSE245386	GSM7841724	Endothelial	primary	Slc1a3	2147	0.15137401024685607	0.19329296693060083
GSE245386	GSM7841724	Endothelial	primary	Glul	2147	0.8826269212855147	6.844899860270145
GSE245386	GSM7841724	Endothelial	primary	Sox9	2147	0.05496040987424313	0.07498835584536563
GSE245386	GSM7841724	Endothelial	primary	Pecam1	2147	0.9347927340475082	7.275267815556591
GSE245386	GSM7841724	Endothelial	primary	Cdh5	2147	0.7890079180251514	2.59757801583605
GSE245386	GSM7841724	Endothelial	primary	Kdr	2147	0.6394969725197951	1.672100605496041
GSE245386	GSM7841724	Endothelial	primary	Ptprc	2147	0.18584070796460178	0.37587331159757803
GSE245386	GSM7841724	Endothelial	primary	Tyrobp	2147	0.27992547741034	0.4816022356776898
GSE245386	GSM7841724	Endothelial	primary	Lyz2	2147	0.0768514205868654	0.09455053563111318
GSE245386	GSM7841724	Endothelial	primary	C1qa	2147	0.6753609687936656	2.1564974382859803
GSE245386	GSM7841724	Endothelial	primary	P2ry12	2147	0.06287843502561714	0.08197484862598975
GSE245386	GSM7841724	Endothelial	primary	Tmem119	2147	0.07964601769911504	0.1103865859338612
GSE245386	GSM7841724	Endothelial	primary	Spp1	2147	0.08989287377736377	0.11178388448998602
GSE245386	GSM7841724	Endothelial	primary	Cd14	2147	0.2007452258965999	0.36003726129483
GSE245386	GSM7841724	Endothelial	primary	Timp1	2147	0.03400093153237075	0.04052165812761994
GSE245386	GSM7841724	Endothelial	primary	Cd63	2147	0.3288309268747089	0.5514671634839311
GSE245386	GSM7841724	Endothelial	primary	Ptn	2147	0.5076851420586865	1.2421984163949698
GSE245386	GSM7841724	Endothelial	primary	Ptprb	2147	0.9156963204471356	7.291569632044713
GSE245386	GSM7841724	Endothelial	primary	S1pr1	2147	0.824406148113647	3.611085235211924
GSE245386	GSM7841724	Endothelial	strict_identity	Aldh1l1	1948	0.008726899383983572	0.008726899383983572
GSE245386	GSM7841724	Endothelial	strict_identity	Slc1a2	1948	0.3080082135523614	0.4450718685831622
GSE245386	GSM7841724	Endothelial	strict_identity	Slc1a3	1948	0.15143737166324436	0.1822381930184805
GSE245386	GSM7841724	Endothelial	strict_identity	Glul	1948	0.8921971252566735	7.106262833675565
GSE245386	GSM7841724	Endothelial	strict_identity	Sox9	1948	0.058521560574948665	0.08059548254620123
GSE245386	GSM7841724	Endothelial	strict_identity	Pecam1	1948	0.9512320328542094	7.702258726899384
GSE245386	GSM7841724	Endothelial	strict_identity	Cdh5	1948	0.8172484599589322	2.765400410677618
GSE245386	GSM7841724	Endothelial	strict_identity	Kdr	1948	0.6786447638603696	1.7936344969199178
GSE245386	GSM7841724	Endothelial	strict_identity	Ptprc	1948	0.18583162217659138	0.290041067761807
GSE245386	GSM7841724	Endothelial	strict_identity	Tyrobp	1948	0.2818275154004107	0.42453798767967144
GSE245386	GSM7841724	Endothelial	strict_identity	Lyz2	1948	0.07546201232032854	0.09342915811088295
GSE245386	GSM7841724	Endothelial	strict_identity	C1qa	1948	0.6817248459958932	1.835728952772074
GSE245386	GSM7841724	Endothelial	strict_identity	P2ry12	1948	0.060061601642710474	0.07546201232032854
GSE245386	GSM7841724	Endothelial	strict_identity	Tmem119	1948	0.07648870636550308	0.09342915811088295
GSE245386	GSM7841724	Endothelial	strict_identity	Spp1	1948	0.0944558521560575	0.10934291581108829
GSE245386	GSM7841724	Endothelial	strict_identity	Cd14	1948	0.20071868583162217	0.3295687885010267
GSE245386	GSM7841724	Endothelial	strict_identity	Timp1	1948	0.03593429158110883	0.043121149897330596
GSE245386	GSM7841724	Endothelial	strict_identity	Cd63	1948	0.32854209445585214	0.49691991786447637
GSE245386	GSM7841724	Endothelial	strict_identity	Ptn	1948	0.5179671457905544	1.2582135523613962
GSE245386	GSM7841724	Endothelial	strict_identity	Ptprb	1948	0.9296714579055442	7.7268993839835725
GSE245386	GSM7841724	Endothelial	strict_identity	S1pr1	1948	0.839835728952772	3.782340862422998
