"source_genesymbol","target_genesymbol","resource"
"Ccl5","Ccr1","mouseconsensus"
"Ccl5","Mtnr1a","mouseconsensus"
"Ccl5","Cxcr3","mouseconsensus"
"Ccl5","Ccr3","mouseconsensus"
"Ccl5","Ccr4","mouseconsensus"
"Ccl5","Ccr5","mouseconsensus"
"Ccl5","Grm7","mouseconsensus"
"Ccl5","Ackr4","mouseconsensus"
"Vcan","Tlr2","mouseconsensus"
"Vcan","Egfr","mouseconsensus"
"Vcan","Itgb1","mouseconsensus"
"Vcan","Itga4","mouseconsensus"
"Vcan","Sell","mouseconsensus"
"Vcan","Cd44","mouseconsensus"
"Vcan","Selp","mouseconsensus"
"Vcan","Tlr1","mouseconsensus"
"Osm","Il6st_Lifr","mouseconsensus"
"Osm","Il6st_Osmr","mouseconsensus"
"Col11a2","Itga10_Itgb1","mouseconsensus"
"Col11a2","Itga2_Itgb1","mouseconsensus"
"Col11a2","Itga1_Itgb1","mouseconsensus"
"Col11a2","Itga11_Itgb1","mouseconsensus"
"Cd59b","Cd2","mouseconsensus"
"Edn3","Ednrb","mouseconsensus"
"Edn3","Ednra","mouseconsensus"
"Mif","Cd44_Cd74","mouseconsensus"
"Mif","Cd74_Cxcr2","mouseconsensus"
"Mif","Cd74_Cxcr4","mouseconsensus"
"Mif","Egfr","mouseconsensus"
"Mif","Ackr3","mouseconsensus"
"Mif","Tnfrsf14","mouseconsensus"
"Hgf","Nrp1","mouseconsensus"
"Hgf","Itgb1","mouseconsensus"
"Hgf","Met","mouseconsensus"
"Hgf","Cd44","mouseconsensus"
"Hgf","Sdc1","mouseconsensus"
"Hgf","Sdc2","mouseconsensus"
"Nid1","Itgb3","mouseconsensus"
"Nid1","Itgb1","mouseconsensus"
"Nid1","Itgav","mouseconsensus"
"Nid1","Ptprf","mouseconsensus"
"Nid1","Itga3","mouseconsensus"
"Lif","Il6st_Lifr","mouseconsensus"
"Il9","Il2rg_Il9r","mouseconsensus"
"Areg","Egfr_Erbb2","mouseconsensus"
"Areg","Erbb3","mouseconsensus"
"Vegfa","Flt1_Kdr","mouseconsensus"
"Vegfa","Nrp1","mouseconsensus"
"Vegfa","Nrp2","mouseconsensus"
"Vegfa","Egfr","mouseconsensus"
"Vegfa","Itgb3","mouseconsensus"
"Vegfa","Itgb1","mouseconsensus"
"Vegfa","Itgav","mouseconsensus"
"Vegfa","Ret","mouseconsensus"
"Vegfa","Ephb2","mouseconsensus"
"Vegfa","Gpc1","mouseconsensus"
"Vegfa","Sirpa","mouseconsensus"
"Vegfa","Tyro3","mouseconsensus"
"Vegfa","Itga9","mouseconsensus"
"Lgals3","Lag3","mouseconsensus"
"Bmp7","Acvr2a_Bmpr1b","mouseconsensus"
"Bmp7","Acvr2b_Bmpr1b","mouseconsensus"
"Bmp7","Bmpr1b_Bmpr2","mouseconsensus"
"Bmp7","Acvr2a_Bmpr1a","mouseconsensus"
"Bmp7","Acvr1_Acvr2a","mouseconsensus"
"Bmp7","Acvr2b_Bmpr1a","mouseconsensus"
"Bmp7","Bmpr1a_Bmpr2","mouseconsensus"
"Bmp7","Acvr1_Acvr2b","mouseconsensus"
"Bmp7","Acvr1_Bmpr2","mouseconsensus"
"Bmp7","Ptprk","mouseconsensus"
"Adcyap1","Ramp2","mouseconsensus"
"Adcyap1","Ramp3","mouseconsensus"
"Adcyap1","Adrb2","mouseconsensus"
"Adcyap1","Adrb3","mouseconsensus"
"Adcyap1","Tshr","mouseconsensus"
"Adcyap1","Vipr1","mouseconsensus"
"Adcyap1","Adcyap1r1","mouseconsensus"
"Adcyap1","Vipr2","mouseconsensus"
"Adcyap1","Sctr","mouseconsensus"
"Adcyap1","Pth1r","mouseconsensus"
"Adcyap1","Gpr20","mouseconsensus"
"Adcyap1","Gpr84","mouseconsensus"
"Il1rn","Il1rl2","mouseconsensus"
"Cxcl1","Adra2a","mouseconsensus"
"Cxcl1","Cxcr1","mouseconsensus"
"Cxcl1","Cxcr2","mouseconsensus"
"Cxcl1","Xcr1","mouseconsensus"
"Cxcl1","Mtnr1a","mouseconsensus"
"Cxcl1","Grm7","mouseconsensus"
"Cxcl2","Adra2a","mouseconsensus"
"Cxcl2","Cxcr1","mouseconsensus"
"Cxcl2","Cxcr2","mouseconsensus"
"Cxcl2","Mtnr1a","mouseconsensus"
"Cxcl2","Grm7","mouseconsensus"
"Fst","Bmpr1b","mouseconsensus"
"Fst","Bmpr2","mouseconsensus"
"Tac1","Tacr2","mouseconsensus"
"Pmch","Adra2a","mouseconsensus"
"Pmch","Mtnr1a","mouseconsensus"
"Pmch","Mertk","mouseconsensus"
"Pmch","Grm7","mouseconsensus"
"Pmch","Mchr1","mouseconsensus"
"Trh","Trhr","mouseconsensus"
"Ntf3","Ntrk1","mouseconsensus"
"Ntf3","Ngfr","mouseconsensus"
"Ntf3","Ntrk3","mouseconsensus"
"Ntf3","Ntrk2","mouseconsensus"
"Edn2","Ednrb","mouseconsensus"
"Edn2","Ednra","mouseconsensus"
"Il11","Il11ra1_Il6st","mouseconsensus"
"Ptn","Itgav_Itgb3","mouseconsensus"
"Ptn","Plxnb2","mouseconsensus"
"Ptn","Sdc3","mouseconsensus"
"Ptn","Sdc1","mouseconsensus"
"Ptn","Ptprb","mouseconsensus"
"Ptn","Ptprz1","mouseconsensus"
"Ptn","Sdc2","mouseconsensus"
"Ptn","Ptprs","mouseconsensus"
"Ptn","Alk","mouseconsensus"
"Mdk","Itga4_Itgb1","mouseconsensus"
"Mdk","Itga6_Itgb1","mouseconsensus"
"Mdk","Tspan1","mouseconsensus"
"Mdk","Sdc3","mouseconsensus"
"Mdk","Sdc1","mouseconsensus"
"Mdk","Ptprz1","mouseconsensus"
"Mdk","Sdc2","mouseconsensus"
"Mdk","Lrp2","mouseconsensus"
"Mdk","Notch2","mouseconsensus"
"Mdk","Lrp1","mouseconsensus"
"Mdk","Alk","mouseconsensus"
"Zp3","Egfr","mouseconsensus"
"Zp3","Mertk","mouseconsensus"
"Fgf7","Nrp1","mouseconsensus"
"Fgf7","Fgfr1","mouseconsensus"
"Fgf7","Fgfr2","mouseconsensus"
"Fgf7","Fgfr4","mouseconsensus"
"Fgf7","Fgfr3","mouseconsensus"
"Bmp5","Acvr2a_Bmpr1b","mouseconsensus"
"Bmp5","Acvr2b_Bmpr1b","mouseconsensus"
"Bmp5","Bmpr1b_Bmpr2","mouseconsensus"
"Bmp5","Acvr2a_Bmpr1a","mouseconsensus"
"Bmp5","Acvr1_Acvr2a","mouseconsensus"
"Bmp5","Acvr2b_Bmpr1a","mouseconsensus"
"Bmp5","Bmpr1a_Bmpr2","mouseconsensus"
"Bmp5","Acvr1_Acvr2b","mouseconsensus"
"Bmp5","Acvr1_Bmpr2","mouseconsensus"
"Bmp6","Acvr2a_Bmpr1b","mouseconsensus"
"Bmp6","Acvr2b_Bmpr1b","mouseconsensus"
"Bmp6","Bmpr1b_Bmpr2","mouseconsensus"
"Bmp6","Acvr2a_Bmpr1a","mouseconsensus"
"Bmp6","Acvr1_Acvr2a","mouseconsensus"
"Bmp6","Acvr2b_Bmpr1a","mouseconsensus"
"Bmp6","Bmpr1a_Bmpr2","mouseconsensus"
"Bmp6","Acvr1_Acvr2b","mouseconsensus"
"Bmp6","Acvr1_Bmpr2","mouseconsensus"
"Il10","Il10ra_Il10rb","mouseconsensus"
"Ccl1","Ccr8","mouseconsensus"
"Ccl1","Ackr4","mouseconsensus"
"Fgfr4","Tnfrsf10b","mouseconsensus"
"Fgfr4","Epha4","mouseconsensus"
"Fgfr4","Ptprr","mouseconsensus"
"Gal","Galr2","mouseconsensus"
"Gal","Galr3","mouseconsensus"
"Gal","Adra2a","mouseconsensus"
"Gal","Galr1","mouseconsensus"
"Gal","Mtnr1a","mouseconsensus"
"Gal","Grm7","mouseconsensus"
"Gal","Gpr151","mouseconsensus"
"Fgfr3","Epha4","mouseconsensus"
"Fbln1","Itgb1","mouseconsensus"
"Bdnf","Ngfr","mouseconsensus"
"Bdnf","Drd4","mouseconsensus"
"Bdnf","Ntrk2","mouseconsensus"
"Bdnf","Gpr152","mouseconsensus"
"Nppc","Npr1","mouseconsensus"
"Nppc","Npr3","mouseconsensus"
"Nppc","Npr2","mouseconsensus"
"Col8a2","Itga10_Itgb1","mouseconsensus"
"Col8a2","Itga2_Itgb1","mouseconsensus"
"Col8a2","Itga1_Itgb1","mouseconsensus"
"Col8a2","Itga11_Itgb1","mouseconsensus"
"Azgp1","Itgav","mouseconsensus"
"S100a4","Egfr","mouseconsensus"
"S100a4","Erbb2","mouseconsensus"
"S100a4","Ccr5","mouseconsensus"
"Mst1","Mst1r","mouseconsensus"
"Gdf1","Acvr1b_Acvr2a_Cfc1","mouseconsensus"
"Gdf1","Acvr1c_Acvr2a_Cfc1","mouseconsensus"
"Gdf1","Acvr1b_Acvr2b_Cfc1","mouseconsensus"
"Gdf1","Acvr1b_Acvr2a","mouseconsensus"
"Gdf1","Acvr1c_Acvr2a","mouseconsensus"
"Gdf1","Acvr1b_Acvr2b","mouseconsensus"
"Gdf1","Acvr1c_Acvr2b","mouseconsensus"
"Gdf1","Bmpr1a","mouseconsensus"
"Gdf1","Acvr1","mouseconsensus"
"Gdf1","Htr4","mouseconsensus"
"Gdf1","Bmpr2","mouseconsensus"
"Calr","Itgav","mouseconsensus"
"Calr","Itga2b","mouseconsensus"
"Calr","Tshr","mouseconsensus"
"Calr","Itga3","mouseconsensus"
"Calr","Mpl","mouseconsensus"
"Calr","Mtnr1a","mouseconsensus"
"Calr","Lrp1","mouseconsensus"
"Calr","Scarf1","mouseconsensus"
"Cfp","Ncr1","mouseconsensus"
"Grn","Egfr","mouseconsensus"
"Grn","Ntrk1","mouseconsensus"
"Grn","Tnfrsf1a","mouseconsensus"
"Grn","Tnfrsf1b","mouseconsensus"
"Grn","Cd209a","mouseconsensus"
"Il12a","Cd28","mouseconsensus"
"Nts","Ntsr2","mouseconsensus"
"Nts","Ngfr","mouseconsensus"
"Nts","Ntsr1","mouseconsensus"
"Fgf9","Fgfr1","mouseconsensus"
"Fgf9","Fgfr2","mouseconsensus"
"Fgf9","Fgfr4","mouseconsensus"
"Fgf9","Fgfr3","mouseconsensus"
"Ntf5","Ntrk1","mouseconsensus"
"Ntf5","Ngfr","mouseconsensus"
"Ntf5","Ntrk2","mouseconsensus"
"Il13","Il13_Il13ra1_Il4ra","mouseconsensus"
"Il13","Il13ra1_Il4ra","mouseconsensus"
"Il13","Il13ra2_Il4ra","mouseconsensus"
"Il13","Il2rg","mouseconsensus"
"Il13","Tmem219","mouseconsensus"
"Sftpd","Tlr4","mouseconsensus"
"Sftpd","Sirpa","mouseconsensus"
"Sftpd","Lair1","mouseconsensus"
"Adm","Gpr182","mouseconsensus"
"Adm","Ramp1","mouseconsensus"
"Adm","Ramp2","mouseconsensus"
"Adm","Ramp3","mouseconsensus"
"Adm","Adrb2","mouseconsensus"
"Adm","Adrb3","mouseconsensus"
"Adm","Tshr","mouseconsensus"
"Adm","Vipr1","mouseconsensus"
"Adm","Adcyap1r1","mouseconsensus"
"Adm","Pth1r","mouseconsensus"
"Adm","Calcrl","mouseconsensus"
"Adm","Gpr20","mouseconsensus"
"Adm","Gpr84","mouseconsensus"
"Serpinf1","Plxdc2","mouseconsensus"
"Snca","Lag3","mouseconsensus"
"Col15a1","Itga10_Itgb1","mouseconsensus"
"Col15a1","Itga2_Itgb1","mouseconsensus"
"Col15a1","Itga1_Itgb1","mouseconsensus"
"Col15a1","Itga11_Itgb1","mouseconsensus"
"Gdnf","Gfra2_Ret","mouseconsensus"
"Gdnf","Gfra1_Ret","mouseconsensus"
"Gdnf","Ednrb","mouseconsensus"
"Thpo","Mpl","mouseconsensus"
"Il15","Il15ra_Il2rb_Il2rg","mouseconsensus"
"Il15","Il2ra","mouseconsensus"
"Lep","Lepr","mouseconsensus"
"Lep","Lrp2","mouseconsensus"
"Wnt5a","Fzd9","mouseconsensus"
"Wnt5a","Fzd6","mouseconsensus"
"Wnt5a","Fzd7","mouseconsensus"
"Wnt5a","Lrp5","mouseconsensus"
"Wnt5a","Lrp6","mouseconsensus"
"Wnt5a","Ldlr","mouseconsensus"
"Wnt5a","Adrb2","mouseconsensus"
"Wnt5a","Ryk","mouseconsensus"
"Wnt5a","Mcam","mouseconsensus"
"Wnt5a","Lrp2","mouseconsensus"
"Wnt5a","Ror1","mouseconsensus"
"Wnt5a","Ror2","mouseconsensus"
"Wnt5a","Ptk7","mouseconsensus"
"Wnt5a","Fzd5","mouseconsensus"
"Wnt5a","Fzd2","mouseconsensus"
"Wnt5a","Ptprk","mouseconsensus"
"Wnt5a","Epha7","mouseconsensus"
"Wnt5a","Fzd8","mouseconsensus"
"Wnt5a","Antxr1","mouseconsensus"
"Wnt5a","Fzd3","mouseconsensus"
"Wnt5a","Fzd4","mouseconsensus"
"Wnt5a","Fzd10","mouseconsensus"
"Xcl1","Xcr1","mouseconsensus"
"Cxcl12","Cd4","mouseconsensus"
"Cxcl12","Itgb3","mouseconsensus"
"Cxcl12","Itgb1","mouseconsensus"
"Cxcl12","Itgav","mouseconsensus"
"Cxcl12","Itga5","mouseconsensus"
"Cxcl12","Adra2a","mouseconsensus"
"Cxcl12","Itga4","mouseconsensus"
"Cxcl12","Ackr3","mouseconsensus"
"Cxcl12","Avpr1a","mouseconsensus"
"Cxcl12","Mtnr1a","mouseconsensus"
"Cxcl12","Cxcr3","mouseconsensus"
"Cxcl12","Ccr4","mouseconsensus"
"Cxcl12","Cxcr4","mouseconsensus"
"Cxcl12","Grm7","mouseconsensus"
"Nmu","Adra2a","mouseconsensus"
"Nmu","Mtnr1a","mouseconsensus"
"Nmu","Grm7","mouseconsensus"
"Nmu","Nmur2","mouseconsensus"
"Nmu","Nmur1","mouseconsensus"
"Pgf","Flt1_Kdr","mouseconsensus"
"Pgf","Nrp1","mouseconsensus"
"Pgf","Nrp2","mouseconsensus"
"Vegfb","Flt1_Kdr","mouseconsensus"
"Vegfb","Nrp1","mouseconsensus"
"Vegfb","Adrb2","mouseconsensus"
"Vegfb","Ret","mouseconsensus"
"Vegfc","Flt4_Kdr","mouseconsensus"
"Vegfc","Nrp2","mouseconsensus"
"Vegfc","Itgb1","mouseconsensus"
"Vegfc","Flt1","mouseconsensus"
"Vegfc","Vipr2","mouseconsensus"
"Vegfc","Itga9","mouseconsensus"
"Vegfc","Lyve1","mouseconsensus"
"Insl3","Ramp2","mouseconsensus"
"Insl3","Ramp3","mouseconsensus"
"Insl3","Adrb2","mouseconsensus"
"Insl3","Adrb3","mouseconsensus"
"Insl3","Tshr","mouseconsensus"
"Insl3","Vipr1","mouseconsensus"
"Insl3","Adcyap1r1","mouseconsensus"
"Insl3","Pth1r","mouseconsensus"
"Insl3","Rxfp4","mouseconsensus"
"Insl3","Rxfp2","mouseconsensus"
"Insl3","Gpr20","mouseconsensus"
"Insl3","Rxfp1","mouseconsensus"
"Insl3","Gpr84","mouseconsensus"
"Insl3","Rxfp3","mouseconsensus"
"Ccl11","Ccr2","mouseconsensus"
"Ccl11","Cxcr3","mouseconsensus"
"Ccl11","Ccr3","mouseconsensus"
"Ccl11","Ccr5","mouseconsensus"
"Ccl11","Ackr4","mouseconsensus"
"Lum","Itgb1","mouseconsensus"
"Copa","Cd74","mouseconsensus"
"Copa","Ntrk1","mouseconsensus"
"Copa","Mtnr1b","mouseconsensus"
"Copa","P2ry6","mouseconsensus"
"Slurp1","Chrna3","mouseconsensus"
"Mfap2","Notch1","mouseconsensus"
"Apoc4","Vldlr","mouseconsensus"
"Fgf8","Fgfr1","mouseconsensus"
"Fgf8","Fgfr2","mouseconsensus"
"Fgf8","Fgfr4","mouseconsensus"
"Fgf8","Fgfr3","mouseconsensus"
"Fgf8","Fgfrl1","mouseconsensus"
"Ucn","Crhr1","mouseconsensus"
"Ucn","Crhr2","mouseconsensus"
"Inhbc","Acvr1b_Acvr2a","mouseconsensus"
"Inhbc","Acvr1c_Acvr2a","mouseconsensus"
"Inhbc","Acvr1b_Acvr2b","mouseconsensus"
"Inhbc","Acvr1c_Acvr2b","mouseconsensus"
"Inhbc","Acvr1","mouseconsensus"
"Gdf10","Acvr1b_Acvr2a","mouseconsensus"
"Gdf10","Acvr1b_Acvr2b","mouseconsensus"
"Wnt3","Fzd9_Lrp5","mouseconsensus"
"Wnt3","Fzd9_Lrp6","mouseconsensus"
"Wnt3","Fzd6_Lrp5","mouseconsensus"
"Wnt3","Fzd6_Lrp6","mouseconsensus"
"Wnt3","Fzd7_Lrp5","mouseconsensus"
"Wnt3","Fzd7_Lrp6","mouseconsensus"
"Wnt3","Fzd5_Lrp5","mouseconsensus"
"Wnt3","Fzd2_Lrp5","mouseconsensus"
"Wnt3","Fzd8_Lrp5","mouseconsensus"
"Wnt3","Fzd3_Lrp5","mouseconsensus"
"Wnt3","Fzd4_Lrp5","mouseconsensus"
"Wnt3","Fzd10_Lrp5","mouseconsensus"
"Wnt3","Fzd1_Lrp5","mouseconsensus"
"Wnt3","Fzd5_Lrp6","mouseconsensus"
"Wnt3","Fzd2_Lrp6","mouseconsensus"
"Wnt3","Fzd8_Lrp6","mouseconsensus"
"Wnt3","Fzd3_Lrp6","mouseconsensus"
"Wnt3","Fzd4_Lrp6","mouseconsensus"
"Wnt3","Fzd10_Lrp6","mouseconsensus"
"Wnt3","Fzd1_Lrp6","mouseconsensus"
"Wnt3","Ryk","mouseconsensus"
"Wnt3","Ror2","mouseconsensus"
"Wnt3a","Fzd9_Lrp5","mouseconsensus"
"Wnt3a","Fzd9_Lrp6","mouseconsensus"
"Wnt3a","Fzd6_Lrp5","mouseconsensus"
"Wnt3a","Fzd6_Lrp6","mouseconsensus"
"Wnt3a","Fzd7_Lrp5","mouseconsensus"
"Wnt3a","Fzd7_Lrp6","mouseconsensus"
"Wnt3a","Fzd5_Lrp5","mouseconsensus"
"Wnt3a","Fzd2_Lrp5","mouseconsensus"
"Wnt3a","Fzd8_Lrp5","mouseconsensus"
"Wnt3a","Fzd3_Lrp5","mouseconsensus"
"Wnt3a","Fzd4_Lrp5","mouseconsensus"
"Wnt3a","Fzd10_Lrp5","mouseconsensus"
"Wnt3a","Fzd1_Lrp5","mouseconsensus"
"Wnt3a","Fzd5_Lrp6","mouseconsensus"
"Wnt3a","Fzd2_Lrp6","mouseconsensus"
"Wnt3a","Fzd8_Lrp6","mouseconsensus"
"Wnt3a","Fzd3_Lrp6","mouseconsensus"
"Wnt3a","Fzd4_Lrp6","mouseconsensus"
"Wnt3a","Fzd10_Lrp6","mouseconsensus"
"Wnt3a","Fzd1_Lrp6","mouseconsensus"
"Wnt3a","Lgr5","mouseconsensus"
"Wnt3a","Atp6ap2","mouseconsensus"
"Wnt3a","Ryk","mouseconsensus"
"Wnt3a","Ror1","mouseconsensus"
"Wnt3a","Lrp1","mouseconsensus"
"Wnt3a","Apcdd1","mouseconsensus"
"Wnt4","Fzd9_Lrp5","mouseconsensus"
"Wnt4","Fzd9_Lrp6","mouseconsensus"
"Wnt4","Fzd6_Lrp5","mouseconsensus"
"Wnt4","Fzd6_Lrp6","mouseconsensus"
"Wnt4","Fzd7_Lrp5","mouseconsensus"
"Wnt4","Fzd7_Lrp6","mouseconsensus"
"Wnt4","Fzd5_Lrp5","mouseconsensus"
"Wnt4","Fzd2_Lrp5","mouseconsensus"
"Wnt4","Fzd8_Lrp5","mouseconsensus"
"Wnt4","Fzd3_Lrp5","mouseconsensus"
"Wnt4","Fzd4_Lrp5","mouseconsensus"
"Wnt4","Fzd10_Lrp5","mouseconsensus"
"Wnt4","Fzd1_Lrp5","mouseconsensus"
"Wnt4","Fzd5_Lrp6","mouseconsensus"
"Wnt4","Fzd2_Lrp6","mouseconsensus"
"Wnt4","Fzd8_Lrp6","mouseconsensus"
"Wnt4","Fzd3_Lrp6","mouseconsensus"
"Wnt4","Fzd4_Lrp6","mouseconsensus"
"Wnt4","Fzd10_Lrp6","mouseconsensus"
"Wnt4","Fzd1_Lrp6","mouseconsensus"
"Wnt4","Notch1","mouseconsensus"
"Wnt4","Smo","mouseconsensus"
"Wnt7b","Fzd9_Lrp5","mouseconsensus"
"Wnt7b","Fzd9_Lrp6","mouseconsensus"
"Wnt7b","Fzd6_Lrp5","mouseconsensus"
"Wnt7b","Fzd6_Lrp6","mouseconsensus"
"Wnt7b","Fzd7_Lrp5","mouseconsensus"
"Wnt7b","Fzd7_Lrp6","mouseconsensus"
"Wnt7b","Fzd5_Lrp5","mouseconsensus"
"Wnt7b","Fzd2_Lrp5","mouseconsensus"
"Wnt7b","Fzd8_Lrp5","mouseconsensus"
"Wnt7b","Fzd3_Lrp5","mouseconsensus"
"Wnt7b","Fzd4_Lrp5","mouseconsensus"
"Wnt7b","Fzd10_Lrp5","mouseconsensus"
"Wnt7b","Fzd1_Lrp5","mouseconsensus"
"Wnt7b","Fzd5_Lrp6","mouseconsensus"
"Wnt7b","Fzd2_Lrp6","mouseconsensus"
"Wnt7b","Fzd8_Lrp6","mouseconsensus"
"Wnt7b","Fzd3_Lrp6","mouseconsensus"
"Wnt7b","Fzd4_Lrp6","mouseconsensus"
"Wnt7b","Fzd10_Lrp6","mouseconsensus"
"Wnt7b","Fzd1_Lrp6","mouseconsensus"
"Inhbe","Acvr1b_Acvr2a","mouseconsensus"
"Inhbe","Acvr1c_Acvr2a","mouseconsensus"
"Inhbe","Acvr1b_Acvr2b","mouseconsensus"
"Inhbe","Acvr1c_Acvr2b","mouseconsensus"
"Prok1","Prokr2","mouseconsensus"
"Prok1","Prokr1","mouseconsensus"
"Nxph1","Nrxn1","mouseconsensus"
"Nxph1","Nrxn2","mouseconsensus"
"Fam3b","Lrp5","mouseconsensus"
"Il2","Il2ra_Il2rb_Il2rg","mouseconsensus"
"Il2","Il2rb_Il2rg","mouseconsensus"
"Il2","Il20ra_Il20rb_Il2rg","mouseconsensus"
"Il2","Ngfr","mouseconsensus"
"Il2","Cd53","mouseconsensus"
"Sst","Adra2a","mouseconsensus"
"Sst","Sstr1","mouseconsensus"
"Sst","Sstr2","mouseconsensus"
"Sst","Sstr4","mouseconsensus"
"Sst","Sstr3","mouseconsensus"
"Sst","Sstr5","mouseconsensus"
"Sst","Mtnr1a","mouseconsensus"
"Sst","Grm7","mouseconsensus"
"Ostn","Npr3","mouseconsensus"
"Tgfb2","Acvr1b_Tgfbr2","mouseconsensus"
"Tgfb2","Tgfbr1_Tgfbr2","mouseconsensus"
"Tgfb2","Acvr1_Tgfbr1_Tgfbr2","mouseconsensus"
"Tgfb2","Acvr1_Tgfbr2","mouseconsensus"
"Tgfb2","Acvr1c_Tgfbr2","mouseconsensus"
"Tgfb2","Tgfbr3","mouseconsensus"
"Ybx1","Notch1","mouseconsensus"
"Cx3cl1","Itgb3","mouseconsensus"
"Cx3cl1","Itgav","mouseconsensus"
"Cx3cl1","Cx3cr1","mouseconsensus"
"Ccl20","Adra2a","mouseconsensus"
"Ccl20","Mtnr1a","mouseconsensus"
"Ccl20","Cxcr3","mouseconsensus"
"Ccl20","Ccr6","mouseconsensus"
"Ccl20","Grm7","mouseconsensus"
"Ccl20","Ackr4","mouseconsensus"
"Cxcl5","Adra2a","mouseconsensus"
"Cxcl5","Cxcr1","mouseconsensus"
"Cxcl5","Cxcr2","mouseconsensus"
"Cxcl5","Mtnr1a","mouseconsensus"
"Cxcl5","Grm7","mouseconsensus"
"Prlh","Prlhr","mouseconsensus"
"Qrfp","P2ry14","mouseconsensus"
"Qrfp","Qrfpr","mouseconsensus"
"Fbln2","Itgb3","mouseconsensus"
"Ndp","Lgr4","mouseconsensus"
"Ndp","Fzd4","mouseconsensus"
"Guca2a","Gucy2c","mouseconsensus"
"Tff2","Cxcr4","mouseconsensus"
"Col10a1","Itga10_Itgb1","mouseconsensus"
"Col10a1","Itga2_Itgb1","mouseconsensus"
"Col10a1","Itga1_Itgb1","mouseconsensus"
"Col10a1","Itga11_Itgb1","mouseconsensus"
"Col16a1","Itga10_Itgb1","mouseconsensus"
"Col16a1","Itga2_Itgb1","mouseconsensus"
"Col16a1","Itga1_Itgb1","mouseconsensus"
"Col16a1","Itga11_Itgb1","mouseconsensus"
"Tff3","Ackr3","mouseconsensus"
"Tff3","Cxcr4","mouseconsensus"
"Lgals3bp","Itgb1","mouseconsensus"
"Mfge8","Itgb3","mouseconsensus"
"Mfge8","Itgav","mouseconsensus"
"Mfge8","Pdgfrb","mouseconsensus"
"Fgl1","Egfr","mouseconsensus"
"Fgl1","Lag3","mouseconsensus"
"Efemp1","Egfr","mouseconsensus"
"Aimp1","Ntrk1","mouseconsensus"
"Il24","Il20rb_Il22ra1","mouseconsensus"
"Il24","Il20ra_Il20rb","mouseconsensus"
"Il24","Notch2","mouseconsensus"
"Il24","Il10rb","mouseconsensus"
"Sema3b","Nrp1_Plxna2","mouseconsensus"
"Sema3b","Nrp1_Plxna3","mouseconsensus"
"Sema3b","Nrp1_Plxna4","mouseconsensus"
"Sema3b","Nrp1_Plxna1","mouseconsensus"
"Sema3b","Nrp2_Plxna2","mouseconsensus"
"Sema3b","Nrp2_Plxna3","mouseconsensus"
"Sema3b","Nrp2_Plxna4","mouseconsensus"
"Sema3b","Nrp2_Plxna1","mouseconsensus"
"Il15ra","Axl","mouseconsensus"
"Sema3f","Nrp2_Plxna2","mouseconsensus"
"Sema3f","Nrp2_Plxna3","mouseconsensus"
"Sema3f","Nrp2_Plxna4","mouseconsensus"
"Sema3f","Nrp2_Plxna1","mouseconsensus"
"Sema3f","Nrp1","mouseconsensus"
"Pnoc","Adra2a","mouseconsensus"
"Pnoc","Oprl1","mouseconsensus"
"Pnoc","Mtnr1a","mouseconsensus"
"Pnoc","Grm7","mouseconsensus"
"Il16","Cd4","mouseconsensus"
"Il16","Ccr5","mouseconsensus"
"Il18","Il18r1_Il18rap","mouseconsensus"
"Il18","Il18_Il18r1_Il18rap","mouseconsensus"
"Il18","Il1rl2","mouseconsensus"
"Il18","Il1rapl1","mouseconsensus"
"Gas6","Axl","mouseconsensus"
"Gas6","Tyro3","mouseconsensus"
"Gas6","Mertk","mouseconsensus"
"Gh","Ghr","mouseconsensus"
"Gh","Prlr","mouseconsensus"
"Sema3a","Nrp1_Plxna2","mouseconsensus"
"Sema3a","Nrp1_Plxna3","mouseconsensus"
"Sema3a","Nrp1_Plxna4","mouseconsensus"
"Sema3a","Nrp1_Plxna1","mouseconsensus"
"Sema3a","Nrp2","mouseconsensus"
"Ihh","Ptch1_Smo","mouseconsensus"
"Ihh","Ptch2_Smo","mouseconsensus"
"Ihh","Cdon","mouseconsensus"
"Ihh","Boc","mouseconsensus"
"Col19a1","Itga10_Itgb1","mouseconsensus"
"Col19a1","Itga2_Itgb1","mouseconsensus"
"Col19a1","Itga1_Itgb1","mouseconsensus"
"Col19a1","Itga11_Itgb1","mouseconsensus"
"Postn","Itgav_Itgb3","mouseconsensus"
"Postn","Itgav_Itgb5","mouseconsensus"
"Postn","Ptk7","mouseconsensus"
"Angpt1","Itgb1","mouseconsensus"
"Angpt1","Itga5","mouseconsensus"
"Angpt1","Tie1","mouseconsensus"
"Angpt1","Tek","mouseconsensus"
"Shh","Ptch1_Smo","mouseconsensus"
"Shh","Ptch2_Smo","mouseconsensus"
"Shh","Gpc1","mouseconsensus"
"Shh","Gpc5","mouseconsensus"
"Shh","Lrp2","mouseconsensus"
"Shh","Cdon","mouseconsensus"
"Shh","Boc","mouseconsensus"
"Kiss1","Kiss1r","mouseconsensus"
"Adipoq","Asgr2","mouseconsensus"
"Adipoq","Cnr2","mouseconsensus"
"Adipoq","Adipor2","mouseconsensus"
"Adipoq","Prokr2","mouseconsensus"
"Adipoq","Gpr152","mouseconsensus"
"Adipoq","Adipor1","mouseconsensus"
"Ecm1","Itgb4","mouseconsensus"
