dataset	sample	condition	sample_alias	reference	original_label	reference_label	n_cells
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Smooth_muscle	Oligodendrocyte	1
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Unassigned	Astrocyte	141
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Unassigned	Endothelial	2347
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Unassigned	Fibroblast	3
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Unassigned	Microglia/Macrophage	1110
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Unassigned	Mural	45
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Unassigned	Neuron/Other	6
GSE174574	GSM5319991	MCAO	MCAO2	cortex_hippocampus	Unassigned	Oligodendrocyte	24
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Astrocyte	Astrocyte	447
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Astrocyte	Astroependymal	5
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Astrocyte	Dendritic	4
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Astrocyte	Endothelial	39
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Astrocyte	Fibroblast	2
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Astrocyte	Macrophage	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Astrocyte	Microglia	7
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Astrocyte	Neuron/Other	8
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Astrocyte	OEC	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Choroid	ABC	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Choroid	Astrocyte	13
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Choroid	Choroid	464
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Choroid	Dendritic	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Choroid	Endothelial	46
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Choroid	Fibroblast	2
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Choroid	Macrophage	2
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Choroid	Microglia	2
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Choroid	Monocytes	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Choroid	Neuron/Other	5
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Choroid	OEC	3
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Endothelial	Astrocyte	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Endothelial	Dendritic	3
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Endothelial	Endothelial	1545
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Endothelial	Macrophage	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Endothelial	Microglia	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Endothelial	Neuron/Other	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Ependymal	Astrocyte	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Ependymal	Astroependymal	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Ependymal	Choroid	12
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Ependymal	Dendritic	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Ependymal	Endothelial	5
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Ependymal	Ependymal	36
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Ependymal	Hypendymal	2
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Ependymal	Tanycyte	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Erythroid	Astrocyte	4
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Erythroid	Choroid	3
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Erythroid	Dendritic	5
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Erythroid	Endothelial	64
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Erythroid	Fibroblast	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Erythroid	Macrophage	3
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Erythroid	Microglia	11
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Erythroid	Neuron/Other	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Erythroid	Oligodendrocyte	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Erythroid	Smooth_muscle	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Fibroblast	ABC	8
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Fibroblast	Dendritic	4
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Fibroblast	Endothelial	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Fibroblast	Fibroblast	44
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Fibroblast	Neuron/Other	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Fibroblast	Pericyte	5
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Fibroblast	Smooth_muscle	3
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Lymphocyte	Dendritic	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Lymphocyte	Endothelial	4
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Lymphocyte	Lymphocyte	30
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Lymphocyte	Macrophage	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Lymphocyte	Smooth_muscle	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Microglia	Astrocyte	5
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Microglia	Dendritic	17
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Microglia	Endothelial	48
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Microglia	Microglia	785
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Microglia	Neuron/Other	5
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Microglia	Oligodendrocyte	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Microglia	Tanycyte	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Myeloid	ABC	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Myeloid	Astrocyte	20
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Myeloid	Dendritic	493
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Myeloid	Endothelial	42
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Myeloid	Macrophage	213
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Myeloid	Microglia	159
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Myeloid	Monocytes	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Myeloid	Neuron/Other	30
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Myeloid	Oligodendrocyte	3
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Myeloid	Pericyte	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Myeloid	Tanycyte	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Neuron	Endothelial	3
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Neuron	Neuron/Other	2
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Neutrophil	Astrocyte	6
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Neutrophil	Choroid	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Neutrophil	Dendritic	9
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Neutrophil	Endothelial	25
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Neutrophil	Microglia	5
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Neutrophil	Monocytes	125
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Neutrophil	Neuron/Other	4
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Neutrophil	Smooth_muscle	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	OPC	Astrocyte	3
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	OPC	Endothelial	2
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	OPC	Oligodendrocyte	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Oligodendrocyte	Astrocyte	2
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Oligodendrocyte	Choroid	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Oligodendrocyte	Dendritic	2
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Oligodendrocyte	Endothelial	24
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Oligodendrocyte	Lymphocyte	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Oligodendrocyte	Microglia	2
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Oligodendrocyte	Neuron/Other	3
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Oligodendrocyte	Oligodendrocyte	262
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Pericyte	Choroid	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Pericyte	Dendritic	6
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Pericyte	Endothelial	54
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Pericyte	Fibroblast	15
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Pericyte	Macrophage	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Pericyte	Microglia	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Pericyte	Neuron/Other	8
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Pericyte	Pericyte	124
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Pericyte	Smooth_muscle	25
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Smooth_muscle	Astrocyte	6
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Smooth_muscle	Dendritic	2
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Smooth_muscle	Endothelial	45
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Smooth_muscle	Fibroblast	4
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Smooth_muscle	Macrophage	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Smooth_muscle	Microglia	3
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Smooth_muscle	Monocytes	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Smooth_muscle	Neuron/Other	5
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Smooth_muscle	OEC	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Smooth_muscle	Pericyte	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Smooth_muscle	Smooth_muscle	316
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Smooth_muscle	Tanycyte	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	ABC	2
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	Astrocyte	56
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	Astroependymal	1
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	Choroid	33
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	Dendritic	212
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	Endothelial	1434
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	Fibroblast	9
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	Lymphocyte	38
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	Macrophage	13
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	Microglia	402
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	Monocytes	2
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	Neuron/Other	36
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	OEC	3
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	Oligodendrocyte	5
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	Pericyte	7
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	Smooth_muscle	29
GSE174574	GSM5319992	MCAO	MCAO3	whole_brain	Unassigned	Tanycyte	5
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Astrocyte	Astrocyte	482
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Astrocyte	Endothelial	25
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Astrocyte	Microglia/Macrophage	6
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Astrocyte	Neuron/Other	1
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Choroid	Astrocyte	394
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Choroid	Endothelial	34
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Choroid	Fibroblast	1
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Choroid	Microglia/Macrophage	80
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Choroid	Mural	4
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Choroid	Neuron/Other	2
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Choroid	Oligodendrocyte	25
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Endothelial	Endothelial	1526
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Endothelial	Microglia/Macrophage	22
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Endothelial	Neuron/Other	3
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Endothelial	Oligodendrocyte	1
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Ependymal	Astrocyte	52
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Ependymal	Endothelial	3
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Ependymal	Microglia/Macrophage	4
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Erythroid	Astrocyte	7
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Erythroid	Endothelial	58
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Erythroid	Microglia/Macrophage	27
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Erythroid	Oligodendrocyte	2
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Fibroblast	Astrocyte	1
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Fibroblast	Endothelial	2
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Fibroblast	Fibroblast	41
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Fibroblast	Microglia/Macrophage	9
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Fibroblast	Mural	11
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Fibroblast	Neuron/Other	1
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Fibroblast	Oligodendrocyte	1
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Lymphocyte	Endothelial	4
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Lymphocyte	Microglia/Macrophage	32
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Lymphocyte	Mural	1
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Microglia	Astrocyte	5
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Microglia	Endothelial	16
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Microglia	Microglia/Macrophage	840
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Microglia	Oligodendrocyte	1
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Myeloid	Endothelial	5
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Myeloid	Microglia/Macrophage	957
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Myeloid	Mural	1
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Myeloid	Oligodendrocyte	1
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Neuron	Astrocyte	1
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Neuron	Endothelial	2
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Neuron	Neuron/Other	2
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Neutrophil	Astrocyte	3
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Neutrophil	Endothelial	23
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Neutrophil	Microglia/Macrophage	146
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Neutrophil	Mural	2
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Neutrophil	Oligodendrocyte	2
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	OPC	Astrocyte	3
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	OPC	Endothelial	2
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	OPC	Oligodendrocyte	1
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Oligodendrocyte	Astrocyte	3
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Oligodendrocyte	Endothelial	23
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Oligodendrocyte	Microglia/Macrophage	4
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Oligodendrocyte	Neuron/Other	1
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Oligodendrocyte	Oligodendrocyte	266
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Pericyte	Astrocyte	3
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Pericyte	Endothelial	50
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Pericyte	Microglia/Macrophage	20
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Pericyte	Mural	160
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Pericyte	Neuron/Other	2
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Smooth_muscle	Astrocyte	7
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Smooth_muscle	Endothelial	31
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Smooth_muscle	Microglia/Macrophage	15
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Smooth_muscle	Mural	331
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Smooth_muscle	Neuron/Other	1
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Smooth_muscle	Oligodendrocyte	1
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Unassigned	Astrocyte	99
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Unassigned	Endothelial	1347
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Unassigned	Microglia/Macrophage	781
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Unassigned	Mural	44
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Unassigned	Neuron/Other	5
GSE174574	GSM5319992	MCAO	MCAO3	cortex_hippocampus	Unassigned	Oligodendrocyte	11
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Astrocyte	Astrocyte	530
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Astrocyte	Astroependymal	3
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Astrocyte	Endothelial	53
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Astrocyte	Ependymal	5
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Astrocyte	Lymphocyte	5
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Astrocyte	Microglia	90
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Astrocyte	Neuron/Other	37
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Astrocyte	Oligodendrocyte	17
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Astrocyte	Pericyte	7
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Astrocyte	Smooth_muscle	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Choroid	Astrocyte	8
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Choroid	Choroid	157
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Choroid	Endothelial	24
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Choroid	Fibroblast	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Choroid	Macrophage	3
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Choroid	Microglia	63
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Choroid	Neuron/Other	21
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Choroid	Oligodendrocyte	23
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Choroid	Pericyte	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Choroid	Smooth_muscle	2
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Endothelial	Astrocyte	2
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Endothelial	Endothelial	1888
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Endothelial	Macrophage	2
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Endothelial	Microglia	60
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Endothelial	Neuron/Other	4
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Endothelial	Oligodendrocyte	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Endothelial	Pericyte	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Ependymal	Astrocyte	9
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Ependymal	Astroependymal	3
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Ependymal	Choroid	2
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Ependymal	Endothelial	20
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Ependymal	Ependymal	184
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Ependymal	Microglia	60
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Ependymal	Neuron/Other	12
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Ependymal	OPC	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Ependymal	Oligodendrocyte	18
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Ependymal	Pericyte	2
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Ependymal	Smooth_muscle	2
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Erythroid	Astrocyte	5
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Erythroid	Dendritic	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Erythroid	Endothelial	103
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Erythroid	Ependymal	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Erythroid	Lymphocyte	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Erythroid	Macrophage	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Erythroid	Microglia	53
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Erythroid	Neuron/Other	9
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Erythroid	Oligodendrocyte	26
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Erythroid	Pericyte	9
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Erythroid	Smooth_muscle	5
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Fibroblast	Endothelial	6
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Fibroblast	Fibroblast	18
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Fibroblast	Microglia	3
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Fibroblast	Pericyte	3
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Lymphocyte	Endothelial	8
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Lymphocyte	Lymphocyte	72
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Lymphocyte	Microglia	10
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Lymphocyte	Oligodendrocyte	7
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Microglia	Astrocyte	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Microglia	Endothelial	23
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Microglia	Macrophage	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Microglia	Microglia	2269
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Microglia	Neuron/Other	8
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Microglia	Oligodendrocyte	2
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Microglia	Pericyte	3
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Microglia	Smooth_muscle	2
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Myeloid	Astrocyte	2
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Myeloid	Astroependymal	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Myeloid	Dendritic	26
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Myeloid	Endothelial	41
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Myeloid	Lymphocyte	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Myeloid	Macrophage	181
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Myeloid	Microglia	423
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Myeloid	Neuron/Other	17
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Myeloid	Oligodendrocyte	2
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Myeloid	Pericyte	5
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Neuron	Endothelial	10
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Neuron	Lymphocyte	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Neuron	Microglia	27
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Neuron	Neuron/Other	199
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Neuron	Oligodendrocyte	7
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Neutrophil	Astrocyte	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Neutrophil	Endothelial	11
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Neutrophil	Ependymal	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Neutrophil	Macrophage	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Neutrophil	Microglia	28
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Neutrophil	Monocytes	5
GSE245386	GSM7841720	Sham	Sham1	whole_brain	OPC	Astrocyte	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	OPC	Endothelial	7
GSE245386	GSM7841720	Sham	Sham1	whole_brain	OPC	Microglia	6
GSE245386	GSM7841720	Sham	Sham1	whole_brain	OPC	Neuron/Other	4
