dataset	sample	cell_type	selection	n_cells	gene	fraction_detected	mean_logcp10k
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Aldoc	0.11558073654390935	0.10022764824151577
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Pecam1	0.9580736543909348	2.114299048197437
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Cdh5	0.88328611898017	1.4744564136328553
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Esam	0.9580736543909348	2.127711426318329
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Tek	0.9172804532577904	1.7165565423139681
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Erg	0.7257790368271955	0.9721722302369877
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Vwf	0.40509915014164305	0.5096934888399249
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Kdr	0.8725212464589235	1.5364919909027155
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Ptprc	0.24872521246458923	0.22596021234785993
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Tyrobp	0.33314447592067986	0.33241254091480504
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Lyz2	0.11728045325779037	0.10657002444928493
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	C1qa	0.6634560906515581	0.8266252976523185
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Rgs5	0.1263456090651558	0.13311405956702244
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Pdgfrb	0.019263456090651557	0.014612678820019048
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Acta2	0.371671388101983	0.3490986079664954
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Plp1	0.8628895184135977	1.3059200141815972
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Mbp	0.30198300283286117	0.29651002746798394
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Snap25	0.014730878186968839	0.013238496327030499
GSE245386	GSM7841721	Endothelial	reference_added	245	Aldh1l1	0.0	0.0
GSE245386	GSM7841721	Endothelial	reference_added	245	Slc1a3	0.061224489795918366	0.09743767948883493
GSE245386	GSM7841721	Endothelial	reference_added	245	Slc1a2	0.1469387755102041	0.29217362353373394
GSE245386	GSM7841721	Endothelial	reference_added	245	Gja1	0.06938775510204082	0.07345654741005825
GSE245386	GSM7841721	Endothelial	reference_added	245	Glul	0.673469387755102	1.7044742690111834
GSE245386	GSM7841721	Endothelial	reference_added	245	Sox9	0.04081632653061224	0.06516862158028426
GSE245386	GSM7841721	Endothelial	reference_added	245	Aldoc	0.09387755102040816	0.1713478285301445
GSE245386	GSM7841721	Endothelial	reference_added	245	Pecam1	0.6285714285714286	1.4126911665637232
GSE245386	GSM7841721	Endothelial	reference_added	245	Cdh5	0.39591836734693875	0.7274674524963022
GSE245386	GSM7841721	Endothelial	reference_added	245	Esam	0.6693877551020408	1.5138124085014986
GSE245386	GSM7841721	Endothelial	reference_added	245	Tek	0.4204081632653061	0.7636135071732276
GSE245386	GSM7841721	Endothelial	reference_added	245	Erg	0.22448979591836735	0.3387635988882692
GSE245386	GSM7841721	Endothelial	reference_added	245	Vwf	0.11836734693877551	0.15085231559354492
GSE245386	GSM7841721	Endothelial	reference_added	245	Kdr	0.3306122448979592	0.5663221735821733
GSE245386	GSM7841721	Endothelial	reference_added	245	Ptprc	0.15510204081632653	0.24577376304572945
GSE245386	GSM7841721	Endothelial	reference_added	245	Tyrobp	0.3346938775510204	0.6085743240551086
GSE245386	GSM7841721	Endothelial	reference_added	245	Lyz2	0.10204081632653061	0.14878286608308613
GSE245386	GSM7841721	Endothelial	reference_added	245	C1qa	0.5428571428571428	1.1247084857432228
GSE245386	GSM7841721	Endothelial	reference_added	245	Rgs5	0.08979591836734693	0.19247751624392964
GSE245386	GSM7841721	Endothelial	reference_added	245	Pdgfrb	0.0326530612244898	0.04486398910908
GSE245386	GSM7841721	Endothelial	reference_added	245	Acta2	0.2857142857142857	0.5646132997688964
GSE245386	GSM7841721	Endothelial	reference_added	245	Plp1	0.7020408163265306	1.5335514254232168
GSE245386	GSM7841721	Endothelial	reference_added	245	Mbp	0.24897959183673468	0.41249328170715466
GSE245386	GSM7841721	Endothelial	reference_added	245	Snap25	0.024489795918367346	0.034300675129038144
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Aldh1l1	0.0	0.0
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Slc1a3	0.3263157894736842	0.2938368945838126
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Slc1a2	0.22105263157894736	0.20774864476486363
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Gja1	0.14736842105263157	0.14924269744161844
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Glul	0.6631578947368421	1.3728359263780048
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Sox9	0.08421052631578947	0.06922560157368206
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Aldoc	0.12631578947368421	0.10385251363798999
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Pecam1	0.7578947368421053	1.6038046803949115
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Cdh5	0.6736842105263158	1.102438281041301
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Esam	0.7789473684210526	1.507171611569865
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Tek	0.6631578947368421	1.1622317113670582
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Erg	0.6	0.8250746188558038
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Vwf	0.4	0.7193836561354655
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Kdr	0.7684210526315789	1.4248247243939147
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Ptprc	0.5263157894736842	1.2699853039504088
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Tyrobp	0.49473684210526314	0.9246275954084919
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Lyz2	0.22105263157894736	0.2239978624240523
GSE245386	GSM7841721	Endothelial	original_not_retained	95	C1qa	0.5789473684210527	1.5996516356695225
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Rgs5	0.10526315789473684	0.12176843530862311
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Pdgfrb	0.010526315789473684	0.00391211024783847
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Acta2	0.4105263157894737	0.4734254238302856
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Plp1	0.8421052631578947	1.5729161743194242
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Mbp	0.3473684210526316	0.33511490318487064
GSE245386	GSM7841721	Endothelial	original_not_retained	95	Snap25	0.010526315789473684	0.0040419297504351165
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Aldh1l1	0.5853658536585366	0.7118851144885369
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Slc1a3	0.9442508710801394	3.1795276686946603
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Slc1a2	0.9930313588850174	4.061910257497518
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Gja1	0.8710801393728222	2.011636097589058
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Glul	0.9442508710801394	2.3780212180616873
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Sox9	0.8083623693379791	1.372115635439567
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Aldoc	0.9094076655052264	2.569851713146042
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Pecam1	0.10801393728222997	0.11211469919363026
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Cdh5	0.024390243902439025	0.02226855405378021
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Esam	0.1289198606271777	0.11935260566079459
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Tek	0.0975609756097561	0.08029402506628733
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Erg	0.03832752613240418	0.029904927312907115
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Vwf	0.03832752613240418	0.02413820183861556
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Kdr	0.04878048780487805	0.028526868783939535
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Ptprc	0.156794425087108	0.1318566600230053
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Tyrobp	0.28222996515679444	0.307680145252695
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Lyz2	0.10104529616724739	0.0743937162840635
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	C1qa	0.6480836236933798	0.8260705887569082
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Rgs5	0.08710801393728224	0.0707337270561661
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Pdgfrb	0.4355400696864111	0.42545920459119557
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Acta2	0.37630662020905925	0.3613961836548774
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Plp1	0.7212543554006968	0.9151142488526662
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Mbp	0.21951219512195122	0.2052084156237128
GSE245386	GSM7841722	Astrocyte	original_reference_supported	287	Snap25	0.03832752613240418	0.02661023270627322
GSE245386	GSM7841722	Astrocyte	reference_added	9	Aldh1l1	0.0	0.0
GSE245386	GSM7841722	Astrocyte	reference_added	9	Slc1a3	0.5555555555555556	1.5080496989790868
GSE245386	GSM7841722	Astrocyte	reference_added	9	Slc1a2	0.8888888888888888	2.335579720874714
GSE245386	GSM7841722	Astrocyte	reference_added	9	Gja1	0.1111111111111111	0.277238142935299
GSE245386	GSM7841722	Astrocyte	reference_added	9	Glul	0.4444444444444444	1.0609411412866327
GSE245386	GSM7841722	Astrocyte	reference_added	9	Sox9	0.0	0.0
GSE245386	GSM7841722	Astrocyte	reference_added	9	Aldoc	0.3333333333333333	0.9395600039913317
GSE245386	GSM7841722	Astrocyte	reference_added	9	Pecam1	0.0	0.0
GSE245386	GSM7841722	Astrocyte	reference_added	9	Cdh5	0.2222222222222222	0.3276804366266586
GSE245386	GSM7841722	Astrocyte	reference_added	9	Esam	0.0	0.0
GSE245386	GSM7841722	Astrocyte	reference_added	9	Tek	0.1111111111111111	0.056267955273667486
GSE245386	GSM7841722	Astrocyte	reference_added	9	Erg	0.0	0.0
GSE245386	GSM7841722	Astrocyte	reference_added	9	Vwf	0.0	0.0
GSE245386	GSM7841722	Astrocyte	reference_added	9	Kdr	0.0	0.0
GSE245386	GSM7841722	Astrocyte	reference_added	9	Ptprc	0.3333333333333333	0.3468218215071752
GSE245386	GSM7841722	Astrocyte	reference_added	9	Tyrobp	0.6666666666666666	1.309874232039882
GSE245386	GSM7841722	Astrocyte	reference_added	9	Lyz2	0.1111111111111111	0.056267955273667486
GSE245386	GSM7841722	Astrocyte	reference_added	9	C1qa	0.6666666666666666	1.723351694226871
GSE245386	GSM7841722	Astrocyte	reference_added	9	Rgs5	0.2222222222222222	0.5043585706304037
GSE245386	GSM7841722	Astrocyte	reference_added	9	Pdgfrb	0.0	0.0
GSE245386	GSM7841722	Astrocyte	reference_added	9	Acta2	0.4444444444444444	0.7627987607562152
GSE245386	GSM7841722	Astrocyte	reference_added	9	Plp1	0.7777777777777778	1.466770110810726
GSE245386	GSM7841722	Astrocyte	reference_added	9	Mbp	0.1111111111111111	0.14649005887660768
GSE245386	GSM7841722	Astrocyte	reference_added	9	Snap25	0.1111111111111111	0.16198124341827588
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Aldh1l1	0.26373626373626374	0.440412633668397
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Slc1a3	0.7252747252747253	2.106160383999606
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Slc1a2	0.9010989010989011	3.2710385721647364
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Gja1	0.5714285714285714	1.2439143315630854
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Glul	0.8571428571428571	2.423161795685781
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Sox9	0.3516483516483517	0.5979768720352763
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Aldoc	0.8351648351648352	2.549914814816866
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Pecam1	0.16483516483516483	0.3547937837097772
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Cdh5	0.0989010989010989	0.16127690441248319
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Esam	0.18681318681318682	0.35270656889749463
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Tek	0.1978021978021978	0.3485073863842669
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Erg	0.04395604395604396	0.10329603640972246
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Vwf	0.01098901098901099	0.004606647548295859
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Kdr	0.10989010989010989	0.1593387508228982
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Ptprc	0.26373626373626374	0.5476082344682633
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Tyrobp	0.38461538461538464	0.8360118827588369
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Lyz2	0.13186813186813187	0.17968670290079472
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	C1qa	0.5494505494505495	1.5413345694697758
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Rgs5	0.054945054945054944	0.0832517091308235
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Pdgfrb	0.13186813186813187	0.15189784187975622
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Acta2	0.21978021978021978	0.319658605240332
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Plp1	0.6483516483516484	1.3843610580952663
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Mbp	0.3076923076923077	0.43635183336777916
GSE245386	GSM7841722	Astrocyte	original_not_retained	91	Snap25	0.01098901098901099	0.009409601093722273
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Aldh1l1	0.007473143390938813	0.0060036748158054515
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Slc1a3	0.10322279308734236	0.09230857027034337
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Slc1a2	0.12237272302662307	0.11198806809528834
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Gja1	0.20597851471275105	0.1944723441199466
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Glul	0.9047174217655302	1.990413375723613
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Sox9	0.14339093881363849	0.12423622106601434
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Aldoc	0.067725361980383	0.05744624335230816
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Pecam1	0.9738439981317142	2.239614491176965
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Cdh5	0.9154600653900047	1.5262400468455821
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Esam	0.9654367118169079	2.088302905224173
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Tek	0.9332087809434844	1.7832991716326732
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Erg	0.8066324147594582	1.1184589055151941
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Vwf	0.4058851004203643	0.5044446333195981
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Kdr	0.8668846333489024	1.4612486205660118
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Ptprc	0.2185894441849603	0.17958571566288772
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Tyrobp	0.3320878094348435	0.31697704791218323
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Lyz2	0.11349836524988323	0.09607675505641369
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	C1qa	0.6515646893974778	0.7464176563725855
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Rgs5	0.14572629612330687	0.13460825029792095
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Pdgfrb	0.02148528724894909	0.018003309226277246
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Acta2	0.3792620270901448	0.33835116422800987
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Plp1	0.7673984119570294	0.9517539054910821
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Mbp	0.21952358710882766	0.20107446679613428
GSE245386	GSM7841722	Endothelial	original_reference_supported	2141	Snap25	0.016347501167678656	0.011616826233371754
GSE245386	GSM7841722	Endothelial	reference_added	425	Aldh1l1	0.009411764705882352	0.009914562000625031
GSE245386	GSM7841722	Endothelial	reference_added	425	Slc1a3	0.07058823529411765	0.11044079110371824
GSE245386	GSM7841722	Endothelial	reference_added	425	Slc1a2	0.11294117647058824	0.1806508375219597
GSE245386	GSM7841722	Endothelial	reference_added	425	Gja1	0.12470588235294118	0.16581168813259442
GSE245386	GSM7841722	Endothelial	reference_added	425	Glul	0.7741176470588236	1.8302452455739646
GSE245386	GSM7841722	Endothelial	reference_added	425	Sox9	0.07764705882352942	0.10255484825376401
GSE245386	GSM7841722	Endothelial	reference_added	425	Aldoc	0.08470588235294117	0.13917183448487683
GSE245386	GSM7841722	Endothelial	reference_added	425	Pecam1	0.6964705882352941	1.5570116933506646
GSE245386	GSM7841722	Endothelial	reference_added	425	Cdh5	0.5741176470588235	0.9644582232092364
GSE245386	GSM7841722	Endothelial	reference_added	425	Esam	0.7341176470588235	1.643846499181668
GSE245386	GSM7841722	Endothelial	reference_added	425	Tek	0.548235294117647	1.0388281310123326
GSE245386	GSM7841722	Endothelial	reference_added	425	Erg	0.3388235294117647	0.4998480161871785
GSE245386	GSM7841722	Endothelial	reference_added	425	Vwf	0.13176470588235295	0.19853833806775142
GSE245386	GSM7841722	Endothelial	reference_added	425	Kdr	0.42823529411764705	0.7484505719749777
GSE245386	GSM7841722	Endothelial	reference_added	425	Ptprc	0.15294117647058825	0.2412480205294157
GSE245386	GSM7841722	Endothelial	reference_added	425	Tyrobp	0.33176470588235296	0.5504000574274621
GSE245386	GSM7841722	Endothelial	reference_added	425	Lyz2	0.11058823529411765	0.19033093786756525
GSE245386	GSM7841722	Endothelial	reference_added	425	C1qa	0.6164705882352941	1.179969834192789
GSE245386	GSM7841722	Endothelial	reference_added	425	Rgs5	0.11529411764705882	0.22480615328616452
GSE245386	GSM7841722	Endothelial	reference_added	425	Pdgfrb	0.05176470588235294	0.06159197599637599
GSE245386	GSM7841722	Endothelial	reference_added	425	Acta2	0.34823529411764703	0.6330279045292004
GSE245386	GSM7841722	Endothelial	reference_added	425	Plp1	0.611764705882353	1.1301827966494578
GSE245386	GSM7841722	Endothelial	reference_added	425	Mbp	0.20470588235294118	0.3634442846788597
GSE245386	GSM7841722	Endothelial	reference_added	425	Snap25	0.018823529411764704	0.023550410890946363
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Aldh1l1	0.0	0.0
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Slc1a3	0.09278350515463918	0.11097773093003706
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Slc1a2	0.10309278350515463	0.19784327026287699
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Gja1	0.20618556701030927	0.32416147173409404
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Glul	0.5670103092783505	1.2217074069433598
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Sox9	0.07216494845360824	0.06461995490470308
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Aldoc	0.08247422680412371	0.1373841984885374
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Pecam1	0.7216494845360825	1.860056259643578
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Cdh5	0.5360824742268041	1.0801790843910366
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Esam	0.6804123711340206	1.5127188016522304
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Tek	0.7216494845360825	1.5274239606599147
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Erg	0.5257731958762887	0.9110658065401813
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Vwf	0.4948453608247423	1.0165884647125343
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Kdr	0.6494845360824743	1.4587166583598257
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Ptprc	0.23711340206185566	0.5323046459227889
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Tyrobp	0.28865979381443296	0.5447648380555353
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Lyz2	0.09278350515463918	0.14045029587273622
GSE245386	GSM7841722	Endothelial	original_not_retained	97	C1qa	0.4536082474226804	1.0905714336155197
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Rgs5	0.07216494845360824	0.10657975636488767
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Pdgfrb	0.010309278350515464	0.005432837115493777
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Acta2	0.21649484536082475	0.2979493263509927
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Plp1	0.6907216494845361	1.5249919176097986
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Mbp	0.1958762886597938	0.2852492949418325
GSE245386	GSM7841722	Endothelial	original_not_retained	97	Snap25	0.020618556701030927	0.014834973601411183
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Aldh1l1	0.7150837988826816	1.0242495731878674
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Slc1a3	0.9441340782122905	3.1111341593325097
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Slc1a2	1.0	4.388392747999608
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Gja1	0.8156424581005587	1.5480158900637306
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Glul	0.9217877094972067	2.2789429399531427
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Sox9	0.7541899441340782	1.2120739168514654
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Aldoc	0.9162011173184358	2.3755193799854784
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Pecam1	0.20670391061452514	0.15532144091499236
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Cdh5	0.11173184357541899	0.0830591864693839
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Esam	0.19553072625698323	0.12380328852068159
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Tek	0.0335195530726257	0.01727280272242498
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Erg	0.01675977653631285	0.010541559325426336
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Vwf	0.1005586592178771	0.06823277338786198
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Kdr	0.055865921787709494	0.02611787029139184
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Ptprc	0.2011173184357542	0.15392722068891615
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Tyrobp	0.441340782122905	0.4553545827861074
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Lyz2	0.11731843575418995	0.09314881880554972
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	C1qa	0.776536312849162	1.1640826464531049
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Rgs5	0.09497206703910614	0.07772044096815744
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Pdgfrb	0.2905027932960894	0.27804420010963987
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Acta2	0.3407821229050279	0.294832534403743
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Plp1	0.7094972067039106	0.8286800531258405
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Mbp	0.21787709497206703	0.19601863916242085
GSE245386	GSM7841723	Astrocyte	original_reference_supported	179	Snap25	0.0335195530726257	0.02588092030175226
GSE245386	GSM7841723	Astrocyte	reference_added	11	Aldh1l1	0.0	0.0
GSE245386	GSM7841723	Astrocyte	reference_added	11	Slc1a3	0.2727272727272727	0.8390874981639311
GSE245386	GSM7841723	Astrocyte	reference_added	11	Slc1a2	0.45454545454545453	1.3846759171641025
GSE245386	GSM7841723	Astrocyte	reference_added	11	Gja1	0.09090909090909091	0.052683358386610694
GSE245386	GSM7841723	Astrocyte	reference_added	11	Glul	0.5454545454545454	0.8989266708478504
GSE245386	GSM7841723	Astrocyte	reference_added	11	Sox9	0.09090909090909091	0.23092752957936027
GSE245386	GSM7841723	Astrocyte	reference_added	11	Aldoc	0.0	0.0
GSE245386	GSM7841723	Astrocyte	reference_added	11	Pecam1	0.2727272727272727	0.40665662706241007
GSE245386	GSM7841723	Astrocyte	reference_added	11	Cdh5	0.09090909090909091	0.10802850292591636
GSE245386	GSM7841723	Astrocyte	reference_added	11	Esam	0.2727272727272727	0.5216848947933573
GSE245386	GSM7841723	Astrocyte	reference_added	11	Tek	0.0	0.0
GSE245386	GSM7841723	Astrocyte	reference_added	11	Erg	0.09090909090909091	0.0824307558333309
GSE245386	GSM7841723	Astrocyte	reference_added	11	Vwf	0.09090909090909091	0.15601388606617478
GSE245386	GSM7841723	Astrocyte	reference_added	11	Kdr	0.09090909090909091	0.08582206915156262
GSE245386	GSM7841723	Astrocyte	reference_added	11	Ptprc	0.36363636363636365	0.38565497904628904
GSE245386	GSM7841723	Astrocyte	reference_added	11	Tyrobp	0.8181818181818182	2.389809483598013
GSE245386	GSM7841723	Astrocyte	reference_added	11	Lyz2	0.45454545454545453	0.6304317057574875
GSE245386	GSM7841723	Astrocyte	reference_added	11	C1qa	0.9090909090909091	3.013180786511405
GSE245386	GSM7841723	Astrocyte	reference_added	11	Rgs5	0.09090909090909091	0.15601388606617478
GSE245386	GSM7841723	Astrocyte	reference_added	11	Pdgfrb	0.09090909090909091	0.18725716679509088
GSE245386	GSM7841723	Astrocyte	reference_added	11	Acta2	0.18181818181818182	0.30464025979938525
GSE245386	GSM7841723	Astrocyte	reference_added	11	Plp1	0.36363636363636365	0.6970394803580722
GSE245386	GSM7841723	Astrocyte	reference_added	11	Mbp	0.09090909090909091	0.26250390015415337
GSE245386	GSM7841723	Astrocyte	reference_added	11	Snap25	0.0	0.0
GSE245386	GSM7841723	Astrocyte	original_not_retained	109	Aldh1l1	0.3394495412844037	0.564837632977572
GSE245386	GSM7841723	Astrocyte	original_not_retained	109	Slc1a3	0.7155963302752294	2.0738210841822364
GSE245386	GSM7841723	Astrocyte	original_not_retained	109	Slc1a2	0.8348623853211009	3.2782211236178798
GSE245386	GSM7841723	Astrocyte	original_not_retained	109	Gja1	0.5045871559633027	0.9479199171371098
GSE245386	GSM7841723	Astrocyte	original_not_retained	109	Glul	0.8165137614678899	2.098664880063052
GSE245386	GSM7841723	Astrocyte	original_not_retained	109	Sox9	0.42201834862385323	0.8121428566911696
GSE245386	GSM7841723	Astrocyte	original_not_retained	109	Aldoc	0.7339449541284404	2.1407232887346397
GSE245386	GSM7841723	Astrocyte	original_not_retained	109	Pecam1	0.22018348623853212	0.3772855148368085
GSE245386	GSM7841723	Astrocyte	original_not_retained	109	Cdh5	0.11926605504587157	0.1614049202639099
GSE245386	GSM7841723	Astrocyte	original_not_retained	109	Esam	0.26605504587155965	0.509328864647146
GSE245386	GSM7841723	Astrocyte	original_not_retained	109	Tek	0.07339449541284404	0.09078372870095623
GSE245386	GSM7841723	Astrocyte	original_not_retained	109	Erg	0.05504587155963303	0.06573435333988206
GSE245386	GSM7841723	Astrocyte	original_not_retained	109	Vwf	0.09174311926605505	0.15499851515447252
GSE245386	GSM7841723	Astrocyte	original_not_retained	109	Kdr	0.05504587155963303	0.04522981609744326
GSE245386	GSM7841723	Astrocyte	original_not_retained	109	Ptprc	0.21100917431192662	0.397870819572025
